"","Year","State","what","domain1","domain2","dc1","dc2","dc_detail","Value","unit"
"151",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (ISOFETAMID = 270000)","(D)","LB / ACRE / APPLICATION"
"152",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (MEFENOXAM = 113502)","0.493","LB / ACRE / APPLICATION"
"153",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (MONO-POTASSIUM SALT = 76416)","(D)","LB / ACRE / APPLICATION"
"154",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (MYCLOBUTANIL = 128857)","0.106","LB / ACRE / APPLICATION"
"155",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (PENTHIOPYRAD = 90112)","0.303","LB / ACRE / APPLICATION"
"156",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (POLYOXIN D ZINC SALT = 230000)","0.073","LB / ACRE / APPLICATION"
"157",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (POTASSIUM BICARBON. = 73508)","2.381","LB / ACRE / APPLICATION"
"158",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (PROPICONAZOLE = 122101)","0.112","LB / ACRE / APPLICATION"
"159",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (PYRACLOSTROBIN = 99100)","0.169","LB / ACRE / APPLICATION"
"160",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (PYRIMETHANIL = 288201)","0.51","LB / ACRE / APPLICATION"
"161",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (QUINOLINE = 55459)","0.097","LB / ACRE / APPLICATION"
"162",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (STREPTOMYCES LYDICUS = 6327)","(NA)","LB / ACRE / APPLICATION"
"163",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (SULFUR = 77501)","3.656","LB / ACRE / APPLICATION"
"164",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (TETRACONAZOLE = 120603)","0.039","LB / ACRE / APPLICATION"
"165",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (THIOPHANATE-METHYL = 102001)","0.669","LB / ACRE / APPLICATION"
"166",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (THIRAM = 79801)","2.219","LB / ACRE / APPLICATION"
"167",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (TRICHODERMA HARZ. = 119202)","(NA)","LB / ACRE / APPLICATION"
"168",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (TRIFLOXYSTROBIN = 129112)","0.113","LB / ACRE / APPLICATION"
"169",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (TRIFLUMIZOLE = 128879)","0.23","LB / ACRE / APPLICATION"
"170",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," HERBICIDE","CHEMICAL"," HERBICIDE"," (CARFENTRAZONE-ETHYL = 128712)","0.024","LB / ACRE / APPLICATION"
"171",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," HERBICIDE","CHEMICAL"," HERBICIDE"," (FLUMIOXAZIN = 129034)","0.089","LB / ACRE / APPLICATION"
"172",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," HERBICIDE","CHEMICAL"," HERBICIDE"," (GLUFOSINATE-AMMONIUM = 128850)","(D)","LB / ACRE / APPLICATION"
"173",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," HERBICIDE","CHEMICAL"," HERBICIDE"," (GLYPHOSATE ISO. SALT = 103601)","(D)","LB / ACRE / APPLICATION"
"174",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," HERBICIDE","CHEMICAL"," HERBICIDE"," (GLYPHOSATE POT. SALT = 103613)","(D)","LB / ACRE / APPLICATION"
"175",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," HERBICIDE","CHEMICAL"," HERBICIDE"," (NAPROPAMIDE = 103001)","(D)","LB / ACRE / APPLICATION"
"176",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," HERBICIDE","CHEMICAL"," HERBICIDE"," (OXYFLUORFEN = 111601)","0.313","LB / ACRE / APPLICATION"
"177",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," HERBICIDE","CHEMICAL"," HERBICIDE"," (PARAQUAT = 61601)","(D)","LB / ACRE / APPLICATION"
"178",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," HERBICIDE","CHEMICAL"," HERBICIDE"," (PENDIMETHALIN = 108501)","1.202","LB / ACRE / APPLICATION"
"179",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," HERBICIDE","CHEMICAL"," HERBICIDE"," (SULFENTRAZONE = 129081)","(D)","LB / ACRE / APPLICATION"
"180",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (ABAMECTIN = 122804)","0.019","LB / ACRE / APPLICATION"
"181",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (ACEQUINOCYL = 6329)","0.297","LB / ACRE / APPLICATION"
"182",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (ACETAMIPRID = 99050)","0.126","LB / ACRE / APPLICATION"
"183",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (AZADIRACHTIN = 121701)","0.034","LB / ACRE / APPLICATION"
"184",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (BEAUVERIA BASSIANA = 128924)","(NA)","LB / ACRE / APPLICATION"
"185",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (BIFENAZATE = 586)","0.496","LB / ACRE / APPLICATION"
"186",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (BIFENTHRIN = 128825)","0.109","LB / ACRE / APPLICATION"
"187",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (BT KURSTAK ABTS-1857 = 6523)","(NA)","LB / ACRE / APPLICATION"
"188",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (BT KURSTAKI ABTS-351 = 6522)","(NA)","LB / ACRE / APPLICATION"
"189",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (BT KURSTAKI SA-11 = 6519)","(NA)","LB / ACRE / APPLICATION"
"190",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (BT SUB AIZAWAI GC-91 = 6426)","(NA)","LB / ACRE / APPLICATION"
"191",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (BUPROFEZIN = 275100)","(D)","LB / ACRE / APPLICATION"
"192",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (BURKHOLDERIA A396 CELLS & MEDIA = 6534)","(NA)","LB / ACRE / APPLICATION"
"193",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (CARBARYL = 56801)","(D)","LB / ACRE / APPLICATION"
"194",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (CHLORANTRANILIPROLE = 90100)","0.067","LB / ACRE / APPLICATION"
"195",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (CHLORPYRIFOS = 59101)","(D)","LB / ACRE / APPLICATION"
"196",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)","(NA)","LB / ACRE / APPLICATION"
"197",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (CYANTRANILIPROLE = 90098)","0.111","LB / ACRE / APPLICATION"
"198",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (CYFLUMETOFEN = 138831)","0.178","LB / ACRE / APPLICATION"
"199",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (ETOXAZOLE = 107091)","0.135","LB / ACRE / APPLICATION"
"200",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (FENBUTATIN-OXIDE = 104601)","(D)","LB / ACRE / APPLICATION"
"201",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (FENPROPATHRIN = 127901)","0.286","LB / ACRE / APPLICATION"
"202",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (FENPYROXIMATE = 129131)","0.103","LB / ACRE / APPLICATION"
"203",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (FLONICAMID = 128016)","0.085","LB / ACRE / APPLICATION"
"204",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (FLUPYRADIFURONE = 122304)","0.158","LB / ACRE / APPLICATION"
"205",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (HELICOVERPA ZEA NPV = 107300)","(NA)","LB / ACRE / APPLICATION"
"206",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (HEXYTHIAZOX = 128849)","0.177","LB / ACRE / APPLICATION"
"207",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (IMIDACLOPRID = 129099)","0.515","LB / ACRE / APPLICATION"
"208",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (MALATHION = 57701)","1.991","LB / ACRE / APPLICATION"
"209",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (METHOXYFENOZIDE = 121027)","0.174","LB / ACRE / APPLICATION"
"210",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (NALED = 34401)","0.904","LB / ACRE / APPLICATION"
"211",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (NEEM OIL = 25006)","0.095","LB / ACRE / APPLICATION"
"212",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (NEEM OIL, CLAR. HYD. = 25007)","5.151","LB / ACRE / APPLICATION"
"213",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (NOVALURON = 124002)","0.059","LB / ACRE / APPLICATION"
"214",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (PIPERONYL BUTOXIDE = 67501)","0.478","LB / ACRE / APPLICATION"
"215",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (POTASSIUM SALTS = 79021)","(D)","LB / ACRE / APPLICATION"
"216",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (PYRETHRINS = 69001)","0.044","LB / ACRE / APPLICATION"
"217",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (PYRIDABEN = 129105)","(D)","LB / ACRE / APPLICATION"
"218",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (PYRIPROXYFEN = 129032)","0.067","LB / ACRE / APPLICATION"
"219",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (SOYBEAN OIL = 31605)","(D)","LB / ACRE / APPLICATION"
"220",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (SPINETORAM = 110007)","0.068","LB / ACRE / APPLICATION"
"221",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (SPINOSAD = 110003)","0.093","LB / ACRE / APPLICATION"
"222",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (SPIROMESIFEN = 24875)","0.243","LB / ACRE / APPLICATION"
"223",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (SULFOXAFLOR = 5210)","0.069","LB / ACRE / APPLICATION"
"224",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (THIAMETHOXAM = 60109)","0.062","LB / ACRE / APPLICATION"
"225",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," INSECTICIDE","CHEMICAL"," INSECTICIDE"," (ZETA-CYPERMETHRIN = 129064)","(D)","LB / ACRE / APPLICATION"
"226",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (ACIBENZOLAR-S-METHYL = 61402)","(D)","LB / ACRE / APPLICATION"
"227",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (AUREOBASIDIUM PULLULANS DSM 14940 = 46010)","(NA)","LB / ACRE / APPLICATION"
"228",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (AUREOBASIDIUM PULLULANS DSM 14941 = 36010)","(NA)","LB / ACRE / APPLICATION"
"229",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (BT KURSTAKI SA-12 = 6518)","(NA)","LB / ACRE / APPLICATION"
"230",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (CAPRIC ACID = 128955)","(D)","LB / ACRE / APPLICATION"
"231",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (CAPRYLIC ACID = 128919)","(D)","LB / ACRE / APPLICATION"
"232",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (CHLOROPICRIN = 81501)","244.066","LB / ACRE / APPLICATION"
"233",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (DICHLOROPROPENE = 29001)","83.557","LB / ACRE / APPLICATION"
"234",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (FLUTRIAFOL = 128940)","0.112","LB / ACRE / APPLICATION"
"235",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (GLIOCLADIUM VIRENS = 129000)","(D)","LB / ACRE / APPLICATION"
"236",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (HYDROGEN PEROXIDE = 595)","(D)","LB / ACRE / APPLICATION"
"237",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (IRON PHOSPHATE = 34903)","0.161","LB / ACRE / APPLICATION"
"238",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (METALDEHYDE = 53001)","(D)","LB / ACRE / APPLICATION"
"239",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (METAM-POTASSIUM = 39002)","214.011","LB / ACRE / APPLICATION"
"240",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (METAM-SODIUM = 39003)","228.063","LB / ACRE / APPLICATION"
"241",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (PAECILOMYCES FUMOSOR = 115002)","(D)","LB / ACRE / APPLICATION"
"242",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (PEROXYACETIC ACID = 63201)","(D)","LB / ACRE / APPLICATION"
"243",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (POTASSIUM SILICATE = 72606)","(D)","LB / ACRE / APPLICATION"
"244",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (REYNOUTRIA SACHALINE = 55809)","0.191","LB / ACRE / APPLICATION"
"245",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," OTHER","CHEMICAL"," OTHER"," (TRICHODERMA VIRENS STRAIN G-41 = 176604)","(NA)","LB / ACRE / APPLICATION"
"246",2019,"CALIFORNIA","BEARING - APPLICATIONS","FERTILIZER"," ","FERTILIZER"," (NITROGEN)"," ","6","LB / ACRE / APPLICATION"
"247",2019,"CALIFORNIA","BEARING - APPLICATIONS","FERTILIZER"," ","FERTILIZER"," (PHOSPHATE)"," ","8","LB / ACRE / APPLICATION"
"248",2019,"CALIFORNIA","BEARING - APPLICATIONS","FERTILIZER"," ","FERTILIZER"," (POTASH)"," ","5","LB / ACRE / APPLICATION"
"249",2019,"CALIFORNIA","BEARING - APPLICATIONS","FERTILIZER"," ","FERTILIZER"," (SULFUR)"," ","2","LB / ACRE / APPLICATION"
"250",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (AZOXYSTROBIN = 128810)","0.447","LB / ACRE / YEAR"
"251",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (BACILLUS AMYLOLIQUEFACIENS MBI 600 = 129082)","(NA)","LB / ACRE / YEAR"
"252",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482)","(NA)","LB / ACRE / YEAR"
"253",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (BACILLUS PUMILUS = 6485)","(NA)","LB / ACRE / YEAR"
"254",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (BACILLUS SUBT. GB03 = 129068)","(NA)","LB / ACRE / YEAR"
"255",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (BACILLUS SUBTILIS = 6479)","(NA)","LB / ACRE / YEAR"
"256",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (BLAD = 30006)","0.54","LB / ACRE / YEAR"
"257",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (BORAX DECAHYDRATE = 11102)","0.051","LB / ACRE / YEAR"
"258",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (BOSCALID = 128008)","0.508","LB / ACRE / YEAR"
"259",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (BT SUBSP KURSTAKI EVB-113-19 = 6544)","(NA)","LB / ACRE / YEAR"
"260",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (CAPTAN = 81301)","10.456","LB / ACRE / YEAR"
"261",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (COPPER HYDROXIDE = 23401)","(D)","LB / ACRE / YEAR"
"262",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (COPPER OCTANOATE = 23306)","(D)","LB / ACRE / YEAR"
"263",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (CYFLUFENAMID = 555550)","0.034","LB / ACRE / YEAR"
"264",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (CYPRODINIL = 288202)","0.765","LB / ACRE / YEAR"
"265",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (DIFENOCONAZOLE = 128847)","0.25","LB / ACRE / YEAR"
"266",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (FENHEXAMID = 90209)","1.163","LB / ACRE / YEAR"
"267",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (FLUDIOXONIL = 71503)","0.51","LB / ACRE / YEAR"
"268",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (FLUOPYRAM = 80302)","0.224","LB / ACRE / YEAR"
"269",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (FLUXAPYROXAD = 138009)","0.361","LB / ACRE / YEAR"
"270",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (FOSETYL-AL = 123301)","18.136","LB / ACRE / YEAR"
"271",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (ISOFETAMID = 270000)","(D)","LB / ACRE / YEAR"
"272",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (MEFENOXAM = 113502)","1.215","LB / ACRE / YEAR"
"273",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (MONO-POTASSIUM SALT = 76416)","(D)","LB / ACRE / YEAR"
"274",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (MYCLOBUTANIL = 128857)","0.281","LB / ACRE / YEAR"
"275",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (PENTHIOPYRAD = 90112)","0.625","LB / ACRE / YEAR"
"276",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (POLYOXIN D ZINC SALT = 230000)","0.149","LB / ACRE / YEAR"
"277",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (POTASSIUM BICARBON. = 73508)","2.908","LB / ACRE / YEAR"
"278",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (PROPICONAZOLE = 122101)","0.174","LB / ACRE / YEAR"
"279",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (PYRACLOSTROBIN = 99100)","0.317","LB / ACRE / YEAR"
"280",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (PYRIMETHANIL = 288201)","0.883","LB / ACRE / YEAR"
"281",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (QUINOLINE = 55459)","0.264","LB / ACRE / YEAR"
"282",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (STREPTOMYCES LYDICUS = 6327)","(NA)","LB / ACRE / YEAR"
"283",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (SULFUR = 77501)","26.646","LB / ACRE / YEAR"
"284",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (TETRACONAZOLE = 120603)","0.058","LB / ACRE / YEAR"
"285",2019,"CALIFORNIA","BEARING - APPLICATIONS","CHEMICAL"," FUNGICIDE","CHEMICAL"," FUNGICIDE"," (THIOPHANATE-METHYL = 102001)","1.041","LB / ACRE / YEAR"
